name,line1,city,zip,country,regon,pesel,nip,nip_czysty,invoice_currency,freight_currency,payment_term,phone1,phone2,fax,"email",www,invoice_language
"JANZ LOGISTICS GMBH & CO.KG","Lerchenbergstr. 27",Dornstadt,89160,DE,,,200380865,200380865,EUR,EUR,45,,,,,,PL
"WINCANTON GMBH  iederlassung Gutersloh","Lupinenweg 11",Gutersloh,33334,DE,,,143834452,143834452,EUR,EUR,45,,,,,,PL
"GUNTER SCHRAMM GMBH Spedition","Kirchenweg 9",Unterthingau,87647,DE,,,128674540,128674540,EUR,EUR,45,,,,,,PL
"GASTON PETERSEN Spedition GmbH","Bunsenstr. 1d",Kiel,24145,DE,,,134876521,134876521,EUR,EUR,45,,,,,,PL
"ZEHNER SPEDITION GMBH & Co.KG","Adolf-Oesterheld-Str. 12",Dettelbach,97337,DE,,,240522427,240522427,EUR,EUR,45,,,,,,PL
"B3 TRANS PGMBH/SPRL","Rue de la Promenade 17",Kelmis,4728,BE,,,891777121,891777121,EUR,EUR,45,,,,,,PL
"FELDMANN SPEDITION GMBH","Gottlieb-Daimler-Str. 14-20",Gutersloh,33334,DE,,,126943736,126943736,EUR,EUR,45,,,,pfenn@feldmann-spedition.de,,PL
"ABTRANS Internationale Spedition GmbH","Sassmicker Hammer 22",Olpe,57462,DE,,,126176036,126176036,EUR,EUR,45,,,,kpschaefer@abtrans-arens.de,,PL
"LEIPZIGER Logistik & Lagerhaus GmbH","Bosdorfer Ring 13-16","Leipzig OT Knautnaundorf",4249,DE,,,141622948,141622948,EUR,EUR,45,,,,,,PL
"DACHSER GMBH & Co.KG","In DenDatzenackern 3-5",Vellberg,74541,DE,,,128779390,128779390,EUR,EUR,45,,,,,,PL
"WETRANS Internationale Transporte","Krabbenbaumle 9",Stuttgart,70439,DE,,,232522672,232522672,EUR,EUR,45,,,,info@wetrans-stuttgart.de,,PL
"DUCROS EXPRESS ST ETIE","6 impasse Rene Varennes","La Ricamarie",42150,FR,,,18400451407,18400451407,EUR,EUR,45,,,,,,PL
"LAMBERT & VALETTE Ent. de Transport","27 Rue Pierre Semard, BP 335","Saint Priest",69802,FR,,,33957514458,33957514458,EUR,EUR,45,,,,,,PL
"DESJARDINS Transport Logistique Entreposage","ZA Rue de la Touques",Gace,61230,FR,,,27447904780,27447904780,EUR,EUR,45,,,,,,PL
"MORY 14","10 Rue Ampere",Cormelles-Le-Royal,14123,FR,,,39442999379,39442999379,EUR,EUR,45,,,,,,PL
"MICHAEL ZUREK TRANSPORTE","Waldmar-Klink-Str. 10",Nurnberg,90425,DE,,,247150944,247150944,EUR,EUR,45,,,,info@xpress-logistics.de,,PL
MEDIA-FRET,"BP 506","Mitry-Mory Cedex",77295,FR,,,78421532631,78421532631,EUR,EUR,45,,,,,,PL
"INFINITI TRANSPORTS & LOGISTIQUE","89 RN6",Cheres,69380,FR,,,63523502615,63523502615,EUR,EUR,45,,,,,,PL
INOLOGICS,"RD 910","Saint Jean de la Neuville",76210,FR,,,13452455983,13452455983,EUR,EUR,45,,,,,,PL
"SCHENKER-JOYAU S.A.S. aint Brieuc, Le Brehat","Allee des Chatelets",Ploufragan,22440,FR,,,26311799456,26311799456,EUR,EUR,45,,,,,,PL
"T.D.F. SARL ransport & Logistique","Z.I. Joncaux  rue de l'Industrie",Hendaye,64700,FR,,,47383126182,47383126182,EUR,EUR,45,,,,,,PL
"PAPE GMBH & CO.KG nternationale Spedition","Speersort 196",Hollern-Twielenfleth,21723,DE,,,116469966,116469966,EUR,EUR,45,,,,"svborstel@papelogistics.de, w.cirkel@papelogistics.de",,PL
"RHENUS FREIGHT LOGISTICS GmbH & Co.KG","Hamburger Str. 17",Duisburg-Rheinhausen,47229,DE,,,124898841,124898841,EUR,EUR,30,,,,,,PL
"HERBST LOGISTICS GMBH","Karlsteinstr. 1",Aichwald,73773,DE,,,815135754,815135754,EUR,EUR,45,,,,S.Staeudle@herbst-logistics.com,,PL
"TRANSA SPEDITION  GmbH","Entenfangweg 7",Hannover,30419,DE,,,113590904,113590904,EUR,EUR,45,,,,"JClaus@transa.de, MWruck@transa.de",,PL
"NEUFRA SPEDITIONS GMBH","Am Ludwigsberg 78",Saarbrucken,66113,DE,,,120682142,120682142,EUR,EUR,45,,,,saarbruecken@neufraspedition.de,,PL
"SPEDITION JOCHEN WASEM","Raiffeisenstr. 27",Landstuhl,60849,DE,,,191207163,191207163,EUR,EUR,45,,,,,,PL
"ERA LOGISTIK Gesellschaft mbH","Spechtweg 6",Horsching,4063,AT,,,U61149803,61149803,EUR,EUR,45,,,,,,PL
"SWS SPEDITIONS-GMBH","Ottostr. 22 B",Karlsruhe,76227,DE,,,813528523,813528523,EUR,EUR,45,,,,,,PL
"GLX LOGISTIK AG","Sommerweide 1","Aicha v.W.",94529,DE,,,815080886,815080886,EUR,EUR,45,,,,,,PL
"STREIT + CO Internationale Spedition GmbH","Am Langwiesfeld 20-24",Obertraubling,93083,DE,,,187733264,187733264,EUR,EUR,45,,,,"Marion.Sippenauer@streitcargo.de, philipp.tauer@streitcargo.de",,PL
"SEMMER SPEDITION GMBH","Am Schaidweg 13",Niederwinkling,94559,DE,,,156207993,156207993,EUR,EUR,45,"(0049) 996220340",,"(0049) 9962203450",abrechnung@semmer.info,www.semmer-spedition.de,PL
KT-EUROLOGISTIK,"Daimlerstrasse 21/a",Korntal-Munchingen,70825,DE,,,265287514,265287514,EUR,EUR,45,,,,,,PL
"BOLTAS GMBH SPEDITION UND HANDEL","Industriestrasse 11",Allersberg,90584,DE,,,129304605,129304605,EUR,EUR,45,,,,,,PL
"ANDREAS GEHRING","Allee 12",Kups/Johannisthal,96328,DE,,,249668517,249668517,EUR,EUR,45,,,,sped.gehring@onlinehome.de,,PL
"AURMO INTERNATIONAL GMBH","Rheinstrasse 96",Ransbach-Baumbach,56265,DE,,,239926247,239926247,EUR,EUR,45,,,,,,PL
"A & Z SPEDITION GMBH","Gutzkower Landstrasse 11A",Greifswald,17489,DE,,,813050281,813050281,EUR,EUR,45,,,,,,PL
"HALLMANN WORLDWIDE LOGISTICS","Elbestrasse 1",Osnabruck,49090,DE,,,117659402,117659402,EUR,EUR,45,,,,,,PL
"HELLMANN WORLDWIDE LOGISTICS mbH & Co.KG","Elbestrasse 1",Osnabrueck,49090,DE,,,117659402,117659402,EUR,EUR,45,,,,"admindispo-kompetenzcenter@de.hellmann.net,",,PL
"MATHIEU S.A. ransport & Logistic","Textilstrasse 42",Eupen,4700,BE,,,423037487,423037487,EUR,EUR,45,,,,,,PL
"DSV ROAD B.V.","Tasmanweg 2","LH Venlo",5928,NL,,,001258345B01,125834501,EUR,EUR,45,,,,NLinvoices@dsv.com,,PL
"DUFFKE GmbH nternationale Spedition","Inneboltstr. 126","Neukirchen- Vluyn",47506,DE,,,812847693,812847693,EUR,EUR,45,,,,,,PL
"SPELAG SPEDITIONS und Lagerlogistik es.m.b.H.","IZ NO Sud, Strasse 1, Objekt 50","Wr. Neudorf",2351,AT,,,U64837948,64837948,EUR,EUR,45,,,,,,PL
"POHLAND Speditionsgesellschaft mbH","Industriestr. 6",Dohlau,95182,DE,,,132952698,132952698,EUR,EUR,45,,,,,,PL
"SPEDITION SCHIFFERS GmbH","Erftstrasse 37",Monchengladbach,41238,DE,,,180724611,180724611,EUR,EUR,30,,,,,,PL
"SPEDITION WENZEL GMBH ntern. Spedition, Transporte, Tieflader, Hochregallager, Logistik","Ringstr. 50",Geislingen-Aufhausen,73312,DE,,,145456550,145456550,EUR,EUR,45,,,,,,PL
"LSU SCHABERLE Logistik & Speditions-Union GmbH & Co.KG","Motorstr. 9",Stuttgart,70499,DE,,,147854793,147854793,EUR,EUR,45,,,,,,PL
"CALBERSON STRASBOURG","11 rue de Boulogne, BP 20035",Strasbourg,67000,FR,,,55393123328,55393123328,EUR,EUR,45,,,,,,PL
"KOCHTRANS Patrick G. Koch GmbH","Roemer Strasse 8",Neufachrn,85375,DE,,,180016288,180016288,EUR,EUR,45,,,,Finanzen4853@kochtrans-muenchen.de,,PL
"ZIMMERMANN TRANS","Am Bahnhof 10",Adelsheim,74740,DE,,,255816728,255816728,EUR,EUR,45,,,,"kontakt@zimmermann-trans.com, zimmermann-trans@freenet.de",,PL
"M-L- TRANSPORTS SA","am Hock 2",Weiswampach,9991,LU,,,24069135,24069135,EUR,EUR,45,,,,,,PL
"SCHENKER NV","Flanders Fieldweg 50",Waregem,8790,BE,,,406315776,406315776,EUR,EUR,45,,,,,,PL
"ASL LOGISTIK GMBH","Oberegger Strasse 5-7",Traun,4050,AT,,,U63591134,63591134,EUR,EUR,45,,,,,,PL
"TRANSUNIVERSE FORWARDING NV/SA","Industrieweg 118 B1",Wondelgem,9032,BE,,,449443659,449443659,EUR,EUR,45,,,,"invoice@transuniverse.ro, acc@transuniverse.be",,PL
"SPED. REITER GMBH","Moosfeldstr. 6u. 8",Essenbach,84051,DE,,,812256543,812256543,EUR,EUR,45,,,,abrechnung@weiter-mit-reiter.de,,PL
"KUEHNE & NAGEL A/S","Stiftsvej 13",Vejle,7100,DK,,,39604418,39604418,EUR,EUR,45,,,,,,PL
"BTG INTERNATIONALE SPEDITION GmbH","Sonnenstr. 7a",Oberschleissheim,85764,DE,,,814122379,814122379,EUR,EUR,45,,,,,,PL
"NICK + EICHFELD Spedition & Logistik","Hanburger Str. 11",Wuppertal,42109,DE,,,121008671,121008671,EUR,EUR,45,,,,,,PL
"STAHL- EXPRESS FRANKE GMBH nternationale Spedition","Auf der Lausward 11/13",Dusseldorf-Hafen,40221,DE,,,119428042,119428042,EUR,EUR,45,,,,abrechnung@stahl-express-franke.de,,PL
"TTM GMBH INTERNATIONALE SPEDITION","Igepa Ring 9",Landsberg-Queis,6188,DE,,,811581757,811581757,EUR,EUR,45,,,,"jenifer.krebs@ttm.de, ttm-leipzig@ttm.de",,PL
"GILLES & WAGNER pedition GmbH & Co.KG","An der Quellen 1",Eilenburg,4838,DE,,,195815636,195815636,EUR,EUR,45,,,,,,PL
"WICHT LOGISTIK- TRNSPORT GmbH","Ohmstrasse 26",Pettstadt,96175,DE,,,814780321,814780321,EUR,EUR,45,,,,michaela.ehlinger@wicht.de,,PL
"SPEDITION KRONENBERG GMBH","Deimketal 44",Bochum,44797,DE,,,812773064,812773064,EUR,EUR,45,,,,,,PL
"KEIMELMAYR SPEDITIONS- und Transport GmbH","Schirmersstrasse 5",Leonding,4060,AT,,,U65715345,65715345,EUR,EUR,45,,,,,,PL
"RAIL Cargo Austria","Gewerbepark 5",Worgl,6300,AT,,,U58044244,58044244,EUR,EUR,45,,,,,,PL
"TRANSPORTA WITTLICH nternationale Spedition xpress- und Kurierdienst",Rudolf-Diesel-Str.7,Wittlich,54516,DE,,,269158894,269158894,EUR,EUR,45,,,,wagner@transporta.de,,PL
"H & R SPEDITIONS- und Transport gmbh","Salzburgerstrasse 35",Schwanenstadt,4690,AT,,,U65095648,65095648,EUR,EUR,45,,,,,,PL
"DHL FREIGHT GmbH","Ludwig-Erhard-Str. 44",Bremen,28197,DE,,,811152493,811152493,EUR,EUR,45,,,,,,PL
"MAX BOGL TRANSPORT und Gerate GmbH & Co.KG","Postfach 1120",Neumarkt,92301,DE,,,178069458,178069458,EUR,EUR,45,,,,,,PL
"EMONS SPEDITION GMBH","Gotlandstrasse 2",Koln,51149,DE,,,123053215,123053215,EUR,EUR,45,,,,charter.koeln@emons.de,,PL
"KARL KULMANN GMBH pedition + Logistik","Grosses Klosterfeld 2-4",Stadthagen,31655,DE,,,116539808,116539808,EUR,EUR,45,,,,,,PL
"GUSTAV ZIEGLER GMBH","Schutzenhausweg 5",Durmentingen,88525,DE,,,812286820,812286820,EUR,EUR,45,,,,,,PL
"FRIEDRICH A. KRUSE JUN. nternationale Spedition e.K.","Faehrstr. 49",Brunsbuttel,25541,DE,,,256591662,256591662,EUR,EUR,45,,,,ralf.flachmann@spedition-kruse.de,,PL
"HERMANNS & KREUTZ GmbH & Co.KG","Kuhlengasse 15",Monschau,52156,DE,,,814096556,814096556,EUR,EUR,45,,,,,,PL
"WERNER KEHL SPEDITION","Wanheimer Str. 270-276",Duisburg,47055,DE,,,814129456,814129456,EUR,EUR,45,,,,holzbach@kehl-spedition.de,,PL
"VINCENT LOGISTICS .I des Hauts Sarts","Premiere Avenue 32",Herstal,4040,BE,,,430957142,430957142,EUR,EUR,45,,,,,,PL
"LC-PRO LOGISTIK hn. Florentina Besch","Muehlenstrasse 120",Pinneberg,25421,DE,,,267980084,267980084,EUR,EUR,45,,,,,,PL
"JUMBO TRANSFER Spedition GmbH","Prozessionsweg 34-36",Wettringen,48493,DE,,,124392970,124392970,EUR,EUR,45,,,,,,PL
"BISQUOLM SPEDITION GMBH","Lorettostr. 25 Ramsau bei Haag/Obb.","Reichertsheim - Ramsau",84437,DE,,,129266219,129266219,EUR,EUR,45,,,,,,PL
"MANSPED TRANS.AL. GmbH","Fritz-Reuter-Str. 14","Neu Wulmsdorf",21629,DE,,,246498139,246498139,EUR,EUR,45,,,,meyer@mansped-trans-al.de,,PL
"FRIEDRICH ZUFALL GMBH & CO.KG nternationale Spedition",Hermann-Muth-Str.4,Fulda,36039,DE,,,115309545,115309545,EUR,EUR,45,"(0049) 66116507",,"(0049) 66116519","Abrechnung.Fulda@zufall.de, sammelgut-national.fulda@zufall.de",www.zufall.de,PL
"KUHNE + NAGEL (AG & CO.) KG ationale Transport CT","Ludwig-Erhard-Allee 40",Bielefeld,33719,DE,,,812773878,812773878,EUR,EUR,45,,,,"silke.schuldt@kuehne-nagel.com, buelent.ural@kuehne-nagel.com",,PL
"AL LUIBLE SPEDITIONS GMBH","Rudolf Diesel Str. 20",Guenzburg,89312,DE,,,811309498,811309498,EUR,EUR,45,,,,"p.weiss@luible.net, a.gloeckler@luible.net ; info@luible.net",,PL
"SPEDITION WESKAMP GMBH","P.O. Box 10 07 27",Siegen,57007,DE,,,126570015,126570015,EUR,EUR,45,,,,,,PL
"Spedition & Logistik Bauer GmbH","Energiepark 16-20",Merkendorf,91732,DE,,,281989101,281989101,EUR,EUR,45,,,,,,PL
"PAUL SCHOCKEMOHLE LOGISTICS GmbH & Co.KG","Kiefernstrasse 4",Grunheide,15537,DE,,,205231793,205231793,EUR,EUR,45,,,,,,PL
"CARGOTRANS GMBH & CO.KG nternationale Spedition","Lutgendortmunder Hellweg 242",Dortmund,44388,DE,,,813286618,813286618,EUR,EUR,45,,,,,,PL
"ATL TRANSPORT & LOGISTICS e. U. nternationale Spedition & Consulting","Mauthausenerstrasse 11/4","St. Georgen",4222,AT,,,U64780801,64780801,EUR,EUR,45,,,,,,PL
"BEKA INTERNATIONAL BV","Postbus 260","AG Winschoten",9670,NL,,,809524946B01,80952494601,EUR,EUR,45,,,,,,PL
"SPEDITION  BERNH. PETERS",Fichtenstr.7,Ochtrup,48607,DE,,,214673496,214673496,EUR,EUR,45,,,,bpeters@spedition-peters-ochtrup.de,,PL
"FENTHOL & SANDTMANN GMBH  weigniederlassung Leipzig","Sattlerweg 4",Leipzig,4158,DE,,,811194708,811194708,EUR,EUR,45,,,,"jana.mieglitz@fenthols.de, lydia.taradi@fenthols.de, e-invoice.lpz@fenthols.de",,PL
"WECKERLE GMBH pedition + Logistik","Dieselstr. 20",Fellbach-Oeffingen,70736,DE,,,811254311,811254311,EUR,EUR,45,,,,,,PL
"GS LOGISTIK KG pedition & Logistik","Dorfstrasse 172",Sinabelkirchen,8261,AT,,,U57956812,57956812,EUR,EUR,45,,,,,,PL
"TRANSDANUBIA peditionsges.m.b.H.","Industriestr. 3",Guntramsdorf,2353,AT,,,U54971507,54971507,EUR,EUR,45,,,,A.Turan@transdanubia.com,,PL
"TTM  GMBH  Internationale Spedition","Rosenstrasse 68",Edingen-Neckarhausen,68535,DE,,,811581757,811581757,EUR,EUR,45,,,,"ttm-mannheim@ttm.de, jenifer.krebs@ttm.de",,PL
"HONSELMANN GMBH & CO.KG","Ludwig-Erhard-Strasse 6",Bremen,28197,DE,,,114621990,114621990,EUR,EUR,45,,,,,,PL
"FRANK REINEFELD GMBH","Pyramidenweg 7",Elleberk,25474,DE,,,134785346,134785346,EUR,EUR,45,,,,,,PL
"EMONS SCHWERIN GMBH & Co.KG","An Der Autobahn 9",Neustadt-Glewe,19306,DE,,,137770425,137770425,EUR,EUR,45,,,,,,PL
"Spedition Daniels GmbH","Löhdorfer Str. 87",Solingen,42699,DE,,,120879932,120879932,EUR,EUR,45,,,,,,PL
BORCHERS,"Am Gewerbering 1",Prinzhofte,27243,DE,,,272739594,272739594,EUR,EUR,45,,,,,,PL
"BAYER U. SOHN SPEDITIONS GmbH Guterverkehrszentrum GVZ","Auf dem Adler 24",Trier-Ehrang,54293,DE,,,149833809,149833809,EUR,EUR,30,"(0049) 6519681535",,"(0049) 651968159860",Abrechnung@bayer-sohn.de,www.bayer-sohn.de,PL
"CC CARGO CONTOR peditionsges. mbH & Co.KG","Lloydstr. 1",Bremen,28217,DE,,,814270991,814270991,EUR,EUR,30,,,,Stefania.Wohlers@cargo-contor.de,,PL
"SPEDITION ALFRED WIEDLICH GMBH","Ludwig-Thoma-Strasse 36",Bayreuth,95447,DE,,,163968509,163968509,EUR,EUR,45,,,,,,PL
"FKZ SUD BUS & TRUCK CENTER","Gottlieb-Daimler-Strasse 5",Steinenbronn,71144,DE,,,267900122,267900122,EUR,EUR,45,,,,,,PL
"GTLS GMBH","Schkopauer Ring 5",Berlin,12681,DE,,,191428598,191428598,EUR,EUR,30,,,,natalia.hirsch@gtls.de,,PL
"TRANS-EXPRESS-LOGISTIK UG","Zerrennerstr. 26",Pforzheim,75172,DE,,,815064886,815064886,EUR,EUR,45,,,,,,PL
"DACHSER DENMARK A/S ogistics Centre Kolding","Venusvej 32",Kolding,6000,DK,,,17169114,17169114,EUR,EUR,45,,,,Martin.Nielsen@dachser.com,,PL
"THOMSEN TRANSPORT","Birkedam 10",Kolding,6000,DK,,,12823592,12823592,EUR,EUR,45,,,,,,PL
"WWE. THEODOR HOVELMANN GMBH & Co.KG","Reeser Str. 22",Reese-Empel,46459,DE,,,120095887,120095887,EUR,EUR,45,,,,,,PL
"EMONS SPEDITION GMBH","Bei den Muhlen 1",Uhrsleben,39343,DE,,,123053215,123053215,EUR,EUR,45,,,,abrechnung.mbg@emons.de,,PL
"17111 TRANSIT TRANSPORT & LOGISTIK GmbH & Co.KG","August-Borsig-Str. 11",Osterroenfeld,24783,DE,,,134637562,134637562,EUR,EUR,45,,,,,,PL
EF-EXPRESS,"Dieselstr. 25",Garching,85748,DE,,,223055518,223055518,EUR,EUR,45,,,,,,PL
"DHL FREIGHT GMBH","Leimengrube 9",Oehringen,74613,DE,,,811152493,811152493,EUR,EUR,45,,,,susanne.wacker@dhl.com,,PL
"REMY TRANSPORTLOGISTIK","Bahnweg 3","St. Ingbert",66386,DE,,,190208694,190208694,EUR,EUR,30,,,,klsrmy@aol.com,,PL
"J. BROUWER & ZN. B.V. nternational Transport- & Kraanverhuurbedrijf","Nijverheidsweg 1","BA Nieuwegein",3430,NL,,,807731109B01,80773110901,EUR,EUR,45,,,,,,PL
"RHENUS FREIGHT LOGISTICS GMBH & Co.KG","Im Huelsenfeld 25",Hilden,40721,DE,,,124898841,124898841,EUR,EUR,45,,,,,,PL
"NEUFRA SPEDITIONS GES.M.B.H.","Backermuhlweg 59",LINZ,4030,AT,,,U57594927,57594927,EUR,EUR,45,,,,linz@neufra.at,,PL
"HARTL TRANSPORT GMBH","Fiecht au 17",Vomp,6130,AT,,,U33155509,33155509,EUR,EUR,45,,,,,,PL
"GEBRUDER WEISS GmbH","Prinz-Eugen-Strasse 33",Linz,4020,AT,,,U35613608,35613608,EUR,EUR,45,,,,"Silke.skala@gw-world.com, Invoice.gw-linz@gw-world.com",,PL
"A. LOHMOLLER GMBH & CO.KG","Daimlerstrasse 29",Rheine,48432,DE,,,124379424,124379424,EUR,EUR,45,,,,,,PL
"NOSTA TRANSPORT GMBH","Lichtloecherberg 40",Hettstedt,6333,DE,,,117649841,117649841,EUR,EUR,45,,,,,,PL
"ULRICH RIECK & SOEHNE nternationale Speditionsgesellschaft mbH & Co. KG","Osdorfer Ring 5-11",Grossbeeren,14979,DE,,,136662909,136662909,EUR,EUR,45,,,,"r.nowosielski@rieck-logistik.de, e-invoice.52@RIECK-Logistik.de, a.krueger@rieck-logistik.de",,PL
"HEPPNER-SOCIETE DE TRANSPORTS","1 rue Josue Hofer, BP 24598",Mulhouse,68057,FR,,,77769800202,77769800202,EUR,EUR,45,,,,,,PL
JOKERTRANS,"Postfach 31 02 37",Siegen,57045,DE,,,275188739,275188739,EUR,EUR,45,,,,,,PL
"MARTIN BAUR GMBH","Riedstr. 2",Ertingen-Binzwangen,88521,DE,,,146545854,146545854,EUR,EUR,30,,,,Stephan.Speh@martin-baur.de,,PL
"MAX MUELLER LOGISTIK & SPEDITION GmbH","Gewerbestrasse 2","Opfenbach ( Lindau/B)",88145,DE,,,128795461,128795461,EUR,EUR,45,,,,,,PL
"M & M MILITZER & MUNCH FRANCE S.A. venue de Menin - Halluin","B.P. 136","Halluin Cedex",39433,FR,,,58307048439,58307048439,EUR,EUR,45,,,,,,PL
"SCHWEIGER GMBH & CO.KG","Gewerbegebiet-Sued 5-10",Muenchsmuenster,85126,DE,,,227383642,227383642,EUR,EUR,45,,,,,,PL
"TEAM-SPED INTERNATIONALE Spedition skender Korkmaz u. Sabine Rech GbR","Postfach 4133","St. Ingbert",66376,DE,,,231543565,231543565,EUR,EUR,45,,,,,,PL
"GONDRAND VALENCE","Z.I. de la Motte Nord, B.P. 6","Portes Les Valence",26801,FR,,,91602002461,91602002461,EUR,EUR,45,,,,,,PL
"VOGTLAND TRANSPORTE nh. Monika Moeckel","Robert-Blum-Strasse 28",Auerbach,8209,DE,,,230352605,230352605,EUR,EUR,45,,,,,,PL
"NEUFRA SPEDITIONS GMBH","Marienhutte 37",Siegen,57080,DE,,,120682142,120682142,EUR,EUR,45,,,,"anja.stoetzel@neufraspedition.de, siegen@neufraspedition.de",,PL
"SCHENKER & CO.KG","Raiffeisenstrasse 13",Klagenfurtat,9021,AT,,,U15378400,15378400,EUR,EUR,45,,,,,,PL
"FIRMA HANDLOWO USŁUGOWA LESZEK GAŁĘZOWSKI","Wiśniowa 45",Sulechów,66-100,PL,,,9231023968,9231023968,PLN,EUR,45,,,,leon30-77@o2.pl,,PL
"DUPLAN TRANSPORTS","BP 10",Moins,69780,FR,,,57400308151,57400308151,EUR,EUR,45,,,,,,PL
"DHL FREIGHT TOURS AC de Conneuil","2 rue Gaspard Monge","Montlouis Sur Loire",37270,FR,,,38488985771,38488985771,EUR,EUR,45,,,,,,PL
"MORY TEAM (TOURS) I de Saint Come Cedex","2 Rue Jules Vernes",Riche,37521,FR,,,88443806906,88443806906,EUR,EUR,45,,,,,,PL
"ZIEGLER ST ETIENNE AFFRETEMENT","Rue de la TalaudiSre","St. Etienne Cedex 1",42007,FR,,,59354500225,59354500225,EUR,EUR,45,,,,,,PL
"HOFFMANN LOGISTIK GMBH","Kiefernweg 7",Zell-Barl,56856,DE,,,149277817,149277817,EUR,EUR,45,,,,,,PL
"MAXXESS TRADE & LOGISTIK GMBH","Deutenhofenstrasse 6",Klagenfurt,5020,AT,,,U36851509,36851509,EUR,EUR,45,,,,,,PL
"SAFAR CENTRE","ZAC des Grandes Bruyeres","Romorantin Lanthenay",41200,FR,,,46482130234,46482130234,EUR,EUR,45,,,,,,PL
"LOGI T.R.F SAS ogistique-Transport Routier-Affretement","Zac Garolor-BP. 62",Ennery,57356,FR,,,1403058050,1403058050,EUR,EUR,45,,,,,,PL
"ZIEGLER METZ echnopole Metz 2000","5, Rue Edouard Belin",Metz,57070,FR,,,59354500225,59354500225,EUR,EUR,45,,,,franck_langard@zieglergroup.com,,PL
"FRANK MARTIN TRANSPORTE","Grenzweg 31",Strausberg,15344,DE,,,217081396,217081396,EUR,EUR,45,,,,,,PL
"HEPPNER-SOCIETE DE TRANSPORTS","8 rue de la Station, BP 7374",Strasbourg,67100,FR,,,77769800202,77769800202,EUR,EUR,45,,,,,,PL
"EPOLOG Exportverpackung und Logistik GmbH","Brown-Boverei-Str. 30",Hanau,63457,DE,,,223638320,223638320,EUR,EUR,45,,,,,,PL
"KURSE SPEDITION GMBH & Co.Kg","Maxz-Planck-Strasse 1",Walsrode,29664,DE,,,116378489,116378489,EUR,EUR,45,,,,,,PL
"LOGWIN SOLUTIONS DEUTSCHLAND GmbH","Otto-Mueller-Strasse 2",Burgstaedt/Chemnitz,9217,DE,,,811113220,811113220,EUR,EUR,45,,,,,,PL
"WIECHERS LOGISTICS GMBH & Co.KG","Diedenhofenerstr. 5",Trier,54294,DE,,,812999363,812999363,EUR,EUR,45,,,,,,PL
"M.K.- TRANS MICHAEL KUNZE","Schulweg 3","Schkopau OT Wallendorf",6258,DE,,,265621969,265621969,EUR,EUR,45,,,,,,PL
"DIETMAR LANGE TRANSPORTE","Schonwaldstrasse 11",Michelfeld,74545,DE,,,268024827,268024827,EUR,EUR,45,,,,,,PL
"HEINZ KNECHT SPEDITION","Siemenstrasse 4",Rudersberg,73635,DE,,,146665732,146665732,EUR,EUR,45,,,,renate.holzwarth@spedition-knecht.de,,PL
"RAST LOGISTIC GMBH","Hafenstrasse 9",Basel,4019,CH,,,E110.356.120,110356120,EUR,EUR,45,,,,invoices@rast-transporte.ch,,PL
"KS - LOGISTIC & SERVICES GMBH & Co.KG","Groebitzer Weg 36",Finsterwalde,3238,DE,,,141416807,141416807,EUR,EUR,45,,,,,,PL
"BTG INTERNATIONALE SPEDITION","Grossmannstrasse 114",Hamburg,20539,DE,,,814122379,814122379,EUR,EUR,45,,,,hamburg@btg.de,,PL
"W. AHLERS SPEDITION GMBH","Buetlinger Strasse 2",Tespe/OT,21395,DE,,,116823591,116823591,EUR,EUR,45,,,,,,PL
"WINCANTON GMBH","Hamburger Strasse 60",Nurnberg,90451,DE,,,143834452,143834452,EUR,EUR,45,,,,,,PL
"GUIDO HAASE TRANSPORTE GmbH & Co.KG","Heinrich Spter Str. 26",Steinheim,32839,DE,,,259895427,259895427,EUR,EUR,45,,,,,,PL
"DSV ROAD GMBH","Gutenbergstrasse 1",Unterschleissheim,85716,DE,,,187899889,187899889,EUR,EUR,45,,,,,,PL
"DEVENTER LOGISTIK GMBH & Co.KG","Huttenstr. 100-102",Kerpen-Sindorf,50170,DE,,,254713939,254713939,EUR,EUR,45,,,,,,PL
"ANKER EXPEDITIE B.V.","Achterzeedijk 57-Unit 43",Barendrecht,"2992 SB",NL,,,808182687B01,80818268701,EUR,EUR,45,,,,,,PL
"DHL FREIGHT (FFW)","Achtseweg Noord 20","GG Eindhoven",5651,NL,,,001671248B01,167124801,EUR,EUR,45,,,,,,PL
"Speditionsagentur Seiler e.K. Inh. Thomas Seiler","Kleikamp 5",Alverskirchen,48351,DE,,,258929752,258929752,EUR,EUR,45,,,,,,PL
"SCHNEEGANS GMBH","Albert Einsteinstrasse 12",Emmerich,46446,DE,,,811224491,811224491,EUR,EUR,45,,,,,,PL
"EMS-DETTENER-LOGISTIK KG","Hollefeldstrasse 29",Emsdetten,48282,DE,,,251989784,251989784,EUR,EUR,45,,,,,,PL
"ALLGAIER TRANSLOG GMBH & CO.KG","Max-Eyth-Strasse 20",Neu-Ulm,89231,DE,,,814912796,814912796,EUR,EUR,45,,,,,,PL
"TRANSPORTS CHAMFRAY","2 rue Louis Pradel",Corbas,69960,FR,,,35351689351,35351689351,EUR,EUR,45,,,,,,PL
"CORBAS FRET","25 Avenue Des Freres Montgolfier",Chassieu,69684,FR,,,75323686790,75323686790,EUR,EUR,45,,,,,,PL
